Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7157.400,0.838,0.736,0.802,0.828,0.861,0.889,0.908,0.972,3.507,1.194
5,7360.600,0.831,0.734,0.796,0.817,0.850,0.881,0.904,0.984,4.509,1.203
10,6154.200,0.840,0.724,0.800,0.826,0.861,0.891,0.916,1.035,5.261,1.190
15,7083.400,0.847,0.739,0.810,0.833,0.866,0.899,0.921,1.001,4.960,1.180
20,7154.800,0.844,0.737,0.804,0.830,0.864,0.896,0.919,0.994,5.103,1.185
25,4565.600,0.852,0.741,0.808,0.838,0.872,0.908,0.938,1.056,4.915,1.173
30,7096.600,0.847,0.746,0.808,0.831,0.866,0.899,0.922,0.997,4.974,1.181
35,7131.800,0.844,0.734,0.808,0.829,0.861,0.892,0.913,0.982,5.152,1.186
40,6513.800,0.846,0.740,0.808,0.832,0.866,0.898,0.921,0.992,4.913,1.182
45,7162.000,0.838,0.719,0.788,0.815,0.851,0.905,1.012,1.087,4.727,1.194
50,7183.400,0.842,0.728,0.798,0.826,0.861,0.899,0.939,1.073,4.965,1.187
55,6856.000,0.841,0.711,0.787,0.815,0.852,0.908,1.040,1.132,5.373,1.189
60,5724.000,0.847,0.734,0.808,0.836,0.868,0.898,0.919,0.985,5.011,1.180
65,7034.800,0.851,0.737,0.811,0.837,0.872,0.905,0.930,1.012,4.950,1.175
70,7162.200,0.848,0.724,0.807,0.834,0.870,0.901,0.922,0.999,4.993,1.180
75,7235.400,0.835,0.737,0.801,0.822,0.852,0.883,0.904,0.965,4.848,1.197
80,7243.000,0.837,0.737,0.800,0.823,0.853,0.886,0.906,0.963,5.066,1.195
85,7253.800,0.841,0.740,0.805,0.828,0.861,0.891,0.911,0.967,4.777,1.189
90,5380.000,0.855,0.747,0.815,0.840,0.875,0.906,0.929,1.022,5.038,1.170
95,6775.200,0.857,0.738,0.818,0.843,0.878,0.911,0.934,1.007,4.882,1.166
100,7145.800,0.845,0.739,0.808,0.832,0.865,0.896,0.918,0.994,4.813,1.183
105,7216.400,0.839,0.741,0.804,0.826,0.857,0.887,0.907,0.967,4.967,1.192
110,7072.200,0.849,0.742,0.809,0.834,0.868,0.899,0.920,1.006,4.945,1.178
115,7218.000,0.839,0.736,0.803,0.826,0.858,0.889,0.908,0.969,4.856,1.192
120,7251.000,0.837,0.741,0.802,0.823,0.856,0.884,0.903,0.965,5.044,1.194
125,7220.600,0.840,0.737,0.805,0.827,0.860,0.887,0.905,0.962,4.956,1.190
130,6442.000,0.841,0.736,0.806,0.827,0.860,0.889,0.907,0.970,4.933,1.189
135,6098.000,0.838,0.726,0.799,0.823,0.855,0.888,0.913,1.016,5.212,1.194
140,7101.800,0.842,0.737,0.803,0.826,0.860,0.893,0.921,1.112,4.869,1.187
145,7136.600,0.846,0.732,0.804,0.827,0.861,0.894,0.921,1.135,4.871,1.182
150,7239.800,0.841,0.720,0.801,0.824,0.857,0.889,0.913,1.125,5.124,1.190
155,7035.000,0.846,0.734,0.805,0.831,0.863,0.896,0.922,1.134,5.066,1.182
160,7068.400,0.848,0.739,0.807,0.832,0.865,0.900,0.928,1.138,5.049,1.179
165,5210.800,0.851,0.742,0.808,0.833,0.867,0.903,0.933,1.139,4.965,1.175
170,7127.000,0.842,0.729,0.804,0.824,0.855,0.888,0.916,1.117,4.780,1.188
175,7128.600,0.843,0.733,0.803,0.825,0.858,0.889,0.914,1.130,4.860,1.186
180,7199.400,0.840,0.736,0.805,0.825,0.857,0.889,0.913,1.025,4.789,1.191
