Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7974.800,1.001,0.596,0.805,0.834,0.874,0.987,2.579,3.501,7.245,0.999
5,8165.600,0.978,0.589,0.798,0.822,0.864,0.971,2.456,3.392,9.172,1.023
10,6852.800,1.166,0.600,0.802,0.833,0.874,1.023,2.509,3.638,277.552,0.858
15,7903.200,1.011,0.589,0.812,0.838,0.881,1.009,2.626,3.558,8.926,0.989
20,7962.600,1.004,0.592,0.806,0.836,0.878,0.993,2.574,3.653,8.517,0.996
25,5088.400,1.571,0.603,0.811,0.845,0.887,1.047,2.840,7.674,263.118,0.636
30,7890.400,1.013,0.600,0.810,0.837,0.881,0.989,2.704,3.790,8.274,0.987
35,7929.600,1.008,0.583,0.810,0.834,0.875,0.981,2.674,3.764,8.083,0.992
40,7243.400,1.104,0.584,0.810,0.838,0.880,0.982,2.653,3.854,307.978,0.906
45,7974.200,1.002,0.571,0.791,0.821,0.869,1.074,2.588,3.980,9.870,0.998
50,7990.000,1.000,0.588,0.801,0.832,0.876,1.056,2.561,3.833,7.867,1.000
55,7615.800,1.073,0.575,0.790,0.822,0.871,1.108,2.559,3.975,279.144,0.932
60,6342.400,1.232,0.582,0.810,0.842,0.881,0.972,2.583,3.711,369.307,0.811
65,7830.600,1.021,0.575,0.813,0.843,0.887,1.009,2.689,3.814,8.112,0.980
70,7944.200,1.006,0.576,0.810,0.841,0.883,0.986,2.592,3.793,9.872,0.994
75,8041.800,0.994,0.594,0.803,0.827,0.866,0.964,2.546,3.527,129.913,1.006
80,8043.600,0.994,0.594,0.802,0.828,0.867,0.963,2.573,3.567,10.406,1.006
85,8043.800,0.994,0.566,0.807,0.833,0.874,0.959,2.558,3.577,8.034,1.006
90,5984.000,1.336,0.594,0.817,0.846,0.889,1.008,2.729,3.982,585.874,0.748
95,7516.000,1.064,0.607,0.820,0.850,0.892,0.994,2.735,3.925,188.769,0.940
100,7935.000,1.007,0.580,0.810,0.838,0.878,0.985,2.627,3.703,8.222,0.993
105,8010.600,0.998,0.579,0.806,0.831,0.871,0.967,2.604,3.641,8.609,1.002
110,7866.800,1.016,0.591,0.811,0.840,0.882,1.004,2.683,3.724,10.428,0.984
115,8021.800,0.996,0.573,0.805,0.831,0.873,0.970,2.597,3.535,10.114,1.004
120,8059.200,0.992,0.596,0.804,0.829,0.869,0.967,2.570,3.542,9.320,1.008
125,8014.800,0.997,0.581,0.807,0.833,0.872,0.957,2.627,3.609,10.335,1.003
130,7168.400,1.127,0.582,0.808,0.832,0.873,0.971,2.681,3.822,366.132,0.887
135,6786.000,1.166,0.574,0.801,0.829,0.869,1.007,2.617,3.859,223.889,0.858
140,7900.400,1.012,0.580,0.805,0.832,0.874,1.084,2.655,3.887,8.405,0.988
145,7918.800,1.009,0.593,0.806,0.833,0.875,1.103,2.634,3.753,9.853,0.991
150,8022.800,0.996,0.573,0.803,0.830,0.871,1.052,2.567,3.710,7.160,1.004
155,7838.400,1.020,0.586,0.808,0.837,0.878,1.108,2.690,3.941,8.274,0.981
160,7847.200,1.019,0.588,0.809,0.838,0.879,1.056,2.716,3.935,9.909,0.982
165,5804.800,1.378,0.586,0.810,0.840,0.882,1.114,2.726,4.229,283.990,0.726
170,7922.200,1.009,0.559,0.806,0.829,0.869,1.078,2.671,3.827,15.926,0.991
175,7937.400,1.007,0.584,0.805,0.831,0.872,1.096,2.627,3.768,10.919,0.993
180,7987.600,1.001,0.580,0.806,0.830,0.871,0.999,2.658,3.787,8.187,0.999
185,8058.600,0.992,0.593,0.806,0.827,0.863,0.961,2.640,3.517,7.336,1.008
190,8023.200,0.996,0.573,0.804,0.826,0.863,0.957,2.639,3.658,8.190,1.004
195,7585.600,1.054,0.569,0.801,0.823,0.858,0.956,2.610,3.690,232.139,0.949
200,8071.000,0.990,0.594,0.801,0.823,0.861,0.983,2.581,3.618,8.505,1.010
205,7500.600,1.086,0.584,0.804,0.830,0.872,1.008,2.767,3.910,291.255,0.921
210,5827.200,1.346,0.583,0.807,0.834,0.873,0.994,2.838,4.200,461.097,0.743
215,7703.600,1.038,0.597,0.806,0.831,0.870,0.979,2.691,3.921,156.887,0.964
220,7926.600,1.009,0.580,0.807,0.838,0.881,1.040,2.595,3.817,7.243,0.992
225,7971.800,1.003,0.582,0.791,0.823,0.871,1.119,2.533,4.095,10.938,0.997
230,7902.400,1.011,0.587,0.802,0.832,0.877,1.089,2.613,3.997,7.731,0.989
235,7938.200,1.007,0.557,0.803,0.828,0.870,1.058,2.637,3.928,7.371,0.993
240,6236.800,1.282,0.566,0.793,0.825,0.881,1.093,2.681,4.257,421.157,0.780
245,7865.600,1.016,0.574,0.805,0.835,0.880,1.093,2.683,3.977,12.385,0.984
250,7990.000,1.000,0.566,0.800,0.828,0.869,1.081,2.597,3.834,8.317,1.000
255,7985.400,1.001,0.563,0.800,0.827,0.870,1.088,2.595,3.761,7.432,0.999
260,7945.800,1.006,0.584,0.805,0.832,0.874,1.104,2.624,3.665,9.426,0.994
265,7936.200,1.007,0.583,0.805,0.833,0.875,1.097,2.600,3.748,128.717,0.993
270,7739.400,1.033,0.578,0.801,0.821,0.859,1.133,2.553,3.567,253.520,0.968
275,7217.400,1.126,0.584,0.798,0.820,0.859,1.081,2.492,3.684,210.292,0.888
280,7166.600,1.097,0.582,0.798,0.819,0.856,1.076,2.547,3.731,271.283,0.911
285,7930.200,1.008,0.591,0.808,0.838,0.878,1.087,2.618,3.676,8.162,0.992
290,7971.400,1.003,0.578,0.805,0.831,0.872,1.071,2.623,3.776,7.782,0.997
295,7963.200,1.004,0.590,0.807,0.833,0.874,1.035,2.639,3.636,8.333,0.996
300,1605.000,0.995,0.582,0.808,0.834,0.870,0.997,2.617,3.549,7.182,1.005
