Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,79.600,1.334,1.018,1.160,1.250,1.424,1.662,1.812,2.191,3.615,0.750
5,87.200,1.290,1.007,1.161,1.213,1.360,1.578,1.715,2.111,2.839,0.775
10,68.800,3.821,1.022,1.166,1.240,1.450,1.656,1.817,140.368,214.943,0.262
15,88.200,1.360,1.056,1.195,1.275,1.447,1.685,1.872,2.149,2.587,0.736
20,83.200,1.338,1.039,1.166,1.257,1.442,1.652,1.830,2.150,4.997,0.748
25,49.800,8.332,1.058,1.217,1.383,1.867,11.091,67.813,109.789,178.714,0.120
30,71.800,1.397,1.053,1.192,1.282,1.502,1.751,1.964,2.466,4.919,0.716
35,79.800,1.375,1.050,1.167,1.259,1.462,1.739,1.968,2.679,5.102,0.728
40,71.400,1.539,1.042,1.156,1.239,1.445,1.693,1.816,2.159,76.258,0.650
45,82.800,1.339,0.996,1.161,1.251,1.482,1.672,1.829,2.301,2.594,0.747
50,88.000,1.338,1.019,1.150,1.238,1.421,1.641,1.878,2.383,4.977,0.747
55,70.400,1.850,1.019,1.137,1.207,1.414,1.651,1.905,2.429,98.051,0.541
60,61.400,4.592,1.019,1.151,1.230,1.464,1.698,1.856,133.404,273.308,0.218
65,80.200,1.333,1.007,1.145,1.252,1.448,1.683,1.786,2.104,5.001,0.750
70,85.000,1.342,0.990,1.151,1.250,1.438,1.665,1.840,2.130,5.017,0.745
75,79.600,1.345,0.985,1.147,1.220,1.463,1.735,1.885,2.607,4.076,0.744
80,70.600,1.307,1.049,1.157,1.242,1.416,1.605,1.724,1.917,2.440,0.765
85,80.400,1.308,1.027,1.149,1.231,1.397,1.619,1.712,1.945,4.611,0.764
90,58.800,5.004,1.041,1.192,1.294,1.518,1.836,2.060,144.794,146.416,0.200
95,71.600,1.857,1.088,1.257,1.385,1.591,1.790,1.948,2.706,140.622,0.539
100,75.200,1.366,1.064,1.194,1.279,1.468,1.677,1.878,2.220,4.467,0.732
105,81.200,1.343,0.996,1.167,1.244,1.460,1.663,1.772,2.175,4.643,0.745
110,76.600,1.332,1.001,1.155,1.249,1.429,1.642,1.845,2.342,4.634,0.751
115,79.200,1.314,1.022,1.159,1.237,1.418,1.648,1.775,2.113,2.385,0.761
120,90.800,1.341,1.047,1.165,1.253,1.420,1.667,1.816,2.178,7.612,0.746
125,78.000,1.331,1.067,1.160,1.252,1.415,1.675,1.844,2.226,2.557,0.751
130,73.800,2.513,1.060,1.173,1.256,1.425,1.666,1.854,4.883,147.014,0.398
135,71.000,3.287,1.059,1.175,1.274,1.480,1.747,2.015,74.024,143.195,0.304
140,82.600,1.372,1.050,1.171,1.259,1.490,1.696,1.828,2.525,5.086,0.729
145,80.800,1.362,1.061,1.186,1.275,1.478,1.718,1.884,2.133,2.178,0.734
150,77.800,1.360,1.004,1.183,1.256,1.482,1.677,1.807,2.257,5.078,0.735
155,73.400,1.371,1.076,1.184,1.259,1.480,1.672,1.969,2.418,4.882,0.729
160,76.000,1.407,1.023,1.190,1.277,1.530,1.767,2.082,2.670,4.997,0.711
165,59.200,3.772,1.067,1.174,1.263,1.486,1.751,2.286,132.560,140.539,0.265
170,77.200,1.372,1.051,1.166,1.255,1.497,1.749,1.911,2.604,3.462,0.729
175,75.000,1.330,1.044,1.153,1.225,1.439,1.661,1.820,2.389,4.319,0.752
180,81.400,1.371,1.055,1.176,1.246,1.463,1.680,1.864,2.769,5.260,0.729
185,76.600,1.323,1.053,1.175,1.245,1.422,1.626,1.748,2.066,2.423,0.756
190,74.000,1.354,1.050,1.178,1.262,1.462,1.652,1.791,2.645,4.941,0.738
195,73.200,2.104,1.034,1.175,1.264,1.480,1.661,1.756,7.986,128.807,0.475
200,80.000,1.357,1.039,1.172,1.253,1.436,1.705,1.939,2.182,5.018,0.737
205,82.800,2.319,1.038,1.250,1.443,1.650,1.976,2.329,5.026,149.330,0.431
210,66.600,5.312,1.099,1.365,1.492,1.716,2.006,2.285,177.617,222.719,0.188
215,83.400,1.447,1.047,1.186,1.352,1.552,1.783,2.001,2.636,11.305,0.691
220,80.400,1.334,1.031,1.181,1.254,1.418,1.624,1.765,2.104,4.726,0.750
225,74.800,1.355,1.027,1.149,1.233,1.431,1.681,1.833,2.842,5.572,0.738
230,81.000,1.324,1.052,1.152,1.227,1.412,1.643,1.798,2.138,4.792,0.756
235,79.200,1.360,1.021,1.168,1.256,1.503,1.700,1.900,2.347,4.794,0.735
240,63.000,5.224,1.067,1.175,1.257,1.595,1.963,2.261,141.374,212.477,0.191
245,75.800,1.363,1.037,1.160,1.252,1.456,1.737,1.853,2.295,5.014,0.734
250,77.000,1.330,1.020,1.160,1.250,1.456,1.639,1.758,2.012,2.681,0.752
255,77.200,1.306,1.013,1.146,1.204,1.423,1.635,1.793,2.214,2.355,0.766
260,84.000,1.360,1.034,1.174,1.245,1.461,1.660,1.946,2.495,5.864,0.735
265,80.000,1.383,1.054,1.173,1.264,1.482,1.728,1.952,3.335,5.305,0.723
270,81.200,1.841,1.035,1.144,1.214,1.376,1.583,1.741,2.588,171.556,0.543
275,74.600,2.992,1.027,1.142,1.202,1.337,1.615,1.870,65.244,143.746,0.334
280,67.600,3.660,1.051,1.150,1.218,1.374,1.676,1.845,117.591,142.765,0.273
285,83.600,1.317,1.045,1.160,1.232,1.439,1.622,1.711,1.890,5.020,0.759
290,81.000,1.336,1.047,1.169,1.245,1.446,1.651,1.903,2.178,2.426,0.748
295,74.200,1.335,1.045,1.164,1.245,1.407,1.649,1.835,2.237,5.549,0.749
300,15.600,1.335,1.044,1.182,1.230,1.389,1.510,1.834,4.701,4.701,0.749
