Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33100.200,0.727,0.530,0.614,0.646,0.703,1.007,1.194,1.661,9.472,1.375
5,31968.800,0.781,0.521,0.598,0.627,0.668,0.887,1.098,1.589,607.267,1.281
10,13633.400,1.130,0.531,0.626,0.664,0.798,1.051,1.231,1.699,1017.239,0.885
15,32558.400,0.738,0.525,0.610,0.649,0.725,1.035,1.224,1.722,7.115,1.355
20,25801.200,0.935,0.524,0.646,0.790,1.105,1.444,1.681,2.296,7.151,1.070
25,28564.000,0.826,0.529,0.621,0.673,0.909,1.206,1.419,1.908,87.929,1.211
30,23457.000,0.995,0.527,0.612,0.652,0.785,1.097,1.287,1.755,652.132,1.005
35,18449.200,0.926,0.525,0.635,0.699,0.909,1.198,1.399,1.872,681.566,1.080
40,28809.600,0.833,0.525,0.630,0.699,0.937,1.228,1.433,1.932,6.024,1.201
45,31125.600,0.779,0.524,0.613,0.654,0.835,1.139,1.342,1.822,13.297,1.284
50,27393.400,0.769,0.531,0.611,0.645,0.756,1.024,1.219,1.724,631.942,1.300
55,13486.000,1.243,0.528,0.629,0.725,0.908,1.173,1.359,1.856,758.785,0.804
60,32896.800,0.735,0.522,0.611,0.643,0.720,1.040,1.213,1.672,10.262,1.360
65,32885.200,0.734,0.526,0.604,0.637,0.723,1.046,1.228,1.684,9.533,1.362
70,34193.000,0.710,0.519,0.602,0.631,0.684,0.966,1.155,1.640,7.565,1.409
75,34206.600,0.705,0.519,0.602,0.633,0.685,0.922,1.109,1.614,7.337,1.418
80,14534.000,1.083,0.526,0.626,0.701,0.909,1.234,1.452,2.033,475.849,0.923
85,29739.800,0.814,0.525,0.615,0.670,0.910,1.225,1.437,2.003,6.338,1.229
90,34306.000,0.709,0.517,0.601,0.631,0.684,0.962,1.152,1.632,5.253,1.410
95,29750.800,0.778,0.522,0.605,0.639,0.710,1.001,1.183,1.664,224.361,1.286
100,32761.600,0.738,0.532,0.611,0.646,0.730,1.039,1.224,1.681,5.778,1.355
105,14179.000,1.148,0.526,0.613,0.653,0.765,1.045,1.221,1.752,814.060,0.871
110,31046.000,0.758,0.527,0.610,0.646,0.768,1.040,1.227,1.779,115.185,1.319
115,31658.000,0.755,0.527,0.615,0.657,0.773,1.053,1.244,1.755,12.313,1.324
120,33696.600,0.713,0.526,0.615,0.643,0.684,0.936,1.135,1.631,8.315,1.402
125,16884.200,0.995,0.527,0.620,0.663,0.808,1.063,1.259,1.793,875.590,1.005
130,24799.800,0.876,0.527,0.613,0.650,0.714,0.946,1.127,1.635,627.420,1.141
