Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,363.800,0.548,0.409,0.453,0.492,0.540,0.746,0.900,1.315,2.878,1.825
5,347.600,1.728,0.402,0.450,0.485,0.525,0.684,0.842,1.366,609.797,0.579
10,147.200,5.468,0.411,0.457,0.506,0.585,0.805,0.959,1.769,1017.177,0.183
15,372.800,0.567,0.406,0.454,0.498,0.558,0.804,0.930,1.530,4.280,1.762
20,291.600,0.677,0.411,0.487,0.557,0.804,1.018,1.186,1.925,3.840,1.476
25,319.800,1.107,0.407,0.464,0.514,0.658,0.933,1.127,2.303,86.797,0.903
30,264.600,0.913,0.408,0.449,0.490,0.575,0.829,0.963,1.550,124.216,1.095
35,210.800,4.105,0.408,0.463,0.514,0.630,0.896,1.021,2.014,661.888,0.244
40,331.200,0.592,0.406,0.463,0.509,0.636,0.870,1.016,1.393,3.042,1.688
45,354.600,0.572,0.407,0.453,0.499,0.582,0.831,0.978,1.343,3.873,1.748
50,299.200,2.356,0.409,0.453,0.490,0.537,0.720,0.888,1.537,640.909,0.425
55,153.800,4.793,0.415,0.476,0.527,0.641,0.879,1.023,193.953,475.154,0.209
60,375.600,0.548,0.408,0.455,0.494,0.537,0.757,0.894,1.283,3.386,1.824
65,368.600,0.560,0.405,0.453,0.495,0.550,0.795,0.939,1.385,3.884,1.785
70,360.600,0.545,0.408,0.447,0.482,0.524,0.725,0.882,1.375,4.268,1.835
75,381.000,0.530,0.410,0.450,0.488,0.528,0.680,0.825,1.178,3.867,1.885
80,155.200,6.074,0.406,0.470,0.524,0.648,0.911,1.071,289.300,506.316,0.165
85,336.800,0.612,0.406,0.463,0.513,0.671,0.890,1.066,1.625,4.280,1.633
90,394.600,0.536,0.406,0.448,0.483,0.523,0.718,0.860,1.270,4.389,1.867
95,333.000,0.876,0.406,0.448,0.486,0.529,0.702,0.892,1.560,221.588,1.141
100,358.800,0.555,0.402,0.454,0.491,0.535,0.763,0.904,1.375,4.722,1.802
105,159.800,8.942,0.406,0.454,0.494,0.550,0.757,0.933,467.016,669.651,0.112
110,345.200,0.702,0.409,0.456,0.495,0.535,0.710,0.876,1.418,115.914,1.425
115,357.200,0.555,0.409,0.455,0.494,0.542,0.771,0.914,1.439,3.580,1.801
120,379.600,0.524,0.409,0.451,0.482,0.523,0.644,0.821,1.136,3.444,1.908
125,203.200,4.826,0.414,0.455,0.498,0.563,0.754,0.895,2.502,877.738,0.207
130,277.600,0.911,0.413,0.453,0.485,0.527,0.652,0.787,1.327,510.144,1.098
135,363.800,0.541,0.412,0.454,0.493,0.533,0.706,0.850,1.239,3.395,1.850
140,340.800,0.580,0.405,0.459,0.502,0.573,0.826,1.051,1.531,4.293,1.724
145,258.800,0.991,0.406,0.466,0.514,0.655,0.894,1.069,2.832,121.702,1.009
150,153.600,2.997,0.408,0.470,0.519,0.669,0.877,0.991,1.386,882.934,0.334
155,368.600,0.533,0.410,0.451,0.483,0.522,0.670,0.843,1.231,5.279,1.875
160,317.400,0.616,0.408,0.461,0.512,0.680,0.921,1.088,1.627,4.205,1.622
165,340.200,0.581,0.409,0.456,0.500,0.623,0.833,0.973,1.465,3.472,1.720
170,238.000,3.023,0.407,0.464,0.526,0.702,0.945,1.142,44.559,595.905,0.331
175,243.200,0.734,0.408,0.456,0.492,0.531,0.683,0.837,1.426,232.651,1.362
180,379.000,0.541,0.411,0.454,0.486,0.530,0.707,0.856,1.172,4.253,1.850
185,366.000,0.540,0.409,0.452,0.488,0.528,0.721,0.871,1.182,4.152,1.853
190,345.000,0.584,0.407,0.457,0.501,0.605,0.842,0.997,1.622,3.700,1.711
195,272.600,1.467,0.403,0.454,0.495,0.569,0.799,0.937,1.358,610.755,0.682
200,217.600,1.811,0.408,0.475,0.527,0.679,0.946,1.181,2.696,505.179,0.552
205,264.200,0.732,0.412,0.510,0.640,0.857,1.099,1.287,1.974,4.080,1.365
210,358.200,0.559,0.411,0.453,0.493,0.551,0.783,0.929,1.327,4.133,1.788
215,348.000,0.561,0.406,0.452,0.497,0.576,0.824,0.942,1.234,3.202,1.782
220,350.600,0.657,0.410,0.451,0.484,0.524,0.697,0.845,1.325,112.339,1.521
225,208.200,3.718,0.408,0.458,0.498,0.551,0.763,0.943,25.268,706.850,0.269
230,359.800,0.569,0.401,0.454,0.495,0.551,0.824,0.977,1.458,3.916,1.758
235,349.200,0.574,0.401,0.454,0.499,0.602,0.849,1.000,1.334,3.525,1.741
240,343.000,0.593,0.408,0.458,0.504,0.633,0.872,1.008,1.599,3.743,1.686
245,286.000,0.955,0.405,0.460,0.510,0.656,0.906,1.053,1.615,211.530,1.047
250,181.600,1.553,0.413,0.475,0.529,0.697,0.921,1.043,1.624,255.488,0.644
255,361.600,0.541,0.406,0.455,0.492,0.531,0.722,0.882,1.235,3.294,1.849
260,287.400,0.818,0.409,0.489,0.578,0.795,1.025,1.201,1.857,68.004,1.222
265,331.200,0.610,0.406,0.456,0.509,0.677,0.902,1.080,1.575,4.389,1.639
270,335.800,0.596,0.409,0.457,0.507,0.628,0.859,0.992,1.658,6.775,1.678
275,203.400,3.499,0.411,0.467,0.517,0.663,0.905,1.105,2.145,632.215,0.286
280,293.200,1.498,0.403,0.457,0.504,0.587,0.839,0.977,1.625,395.838,0.667
285,356.800,0.587,0.408,0.456,0.505,0.634,0.874,0.986,1.464,3.138,1.704
290,344.200,0.581,0.408,0.453,0.499,0.616,0.845,0.979,1.444,4.565,1.720
295,352.000,0.577,0.401,0.455,0.500,0.602,0.847,0.981,1.404,3.394,1.732
300,65.000,0.554,0.415,0.455,0.494,0.548,0.746,0.924,1.300,3.124,1.805
