Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,23723.400,0.934,0.688,0.776,0.820,0.950,1.286,1.545,2.144,7.596,1.070
5,23181.400,0.974,0.674,0.774,0.828,1.023,1.418,1.675,2.263,5.981,1.026
10,23964.600,0.912,0.676,0.774,0.813,0.931,1.189,1.447,1.996,7.030,1.096
15,17272.200,0.949,0.690,0.790,0.849,0.983,1.267,1.503,2.056,6.281,1.054
20,18754.600,0.954,0.686,0.789,0.862,1.004,1.248,1.494,2.041,6.012,1.048
25,13627.400,0.963,0.688,0.789,0.849,0.979,1.221,1.477,1.992,289.553,1.039
30,22958.800,0.933,0.676,0.780,0.836,0.973,1.213,1.455,2.016,5.942,1.072
35,23342.400,0.935,0.672,0.777,0.833,0.969,1.246,1.483,2.039,6.356,1.070
40,23194.000,0.931,0.674,0.780,0.834,0.971,1.199,1.446,2.014,6.856,1.074
45,14350.800,0.935,0.687,0.779,0.834,0.980,1.235,1.456,2.002,5.680,1.069
50,11851.200,0.895,0.684,0.769,0.808,0.913,1.171,1.351,1.885,5.810,1.117
55,23741.800,0.919,0.682,0.775,0.822,0.941,1.202,1.445,2.001,9.450,1.089
60,23601.600,0.912,0.677,0.776,0.825,0.934,1.137,1.420,1.985,7.870,1.097
65,21678.200,0.896,0.678,0.773,0.815,0.920,1.082,1.347,1.923,7.085,1.117
70,23761.600,0.907,0.686,0.774,0.811,0.925,1.168,1.372,1.964,5.837,1.103
75,4729.400,0.992,0.699,0.798,0.874,1.009,1.241,1.485,2.028,138.759,1.008
80,22832.800,0.945,0.675,0.783,0.843,0.984,1.282,1.506,2.046,6.416,1.058
85,24712.600,0.892,0.678,0.769,0.806,0.898,1.114,1.384,1.948,5.531,1.121
90,25068.600,0.874,0.677,0.767,0.799,0.867,1.045,1.325,1.891,6.013,1.144
95,24662.000,0.888,0.669,0.769,0.805,0.895,1.096,1.374,1.917,7.053,1.126
100,16114.600,0.898,0.679,0.772,0.812,0.907,1.122,1.394,1.946,9.224,1.114
105,14421.800,0.898,0.671,0.768,0.808,0.910,1.142,1.421,1.969,5.542,1.114
110,23486.800,0.938,0.672,0.773,0.823,0.972,1.282,1.510,2.076,8.635,1.066
115,22543.400,0.979,0.677,0.783,0.846,1.051,1.378,1.614,2.202,5.896,1.021
120,21938.800,0.989,0.679,0.792,0.867,1.047,1.397,1.624,2.201,9.270,1.011
125,13129.400,0.994,0.683,0.790,0.881,1.060,1.405,1.625,2.183,5.993,1.006
130,23468.000,0.961,0.673,0.777,0.838,1.008,1.352,1.579,2.134,7.737,1.040
135,9826.800,0.993,0.675,0.788,0.872,1.057,1.406,1.627,2.199,6.029,1.008
140,21424.600,1.002,0.667,0.788,0.875,1.074,1.440,1.658,2.224,6.399,0.998
145,23724.000,0.960,0.663,0.769,0.829,1.013,1.367,1.581,2.150,6.198,1.042
150,23200.200,0.989,0.673,0.780,0.852,1.062,1.421,1.648,2.198,6.968,1.012
155,19269.600,1.014,0.683,0.781,0.864,1.095,1.452,1.681,2.245,106.325,0.986
160,22422.200,1.020,0.682,0.784,0.873,1.134,1.486,1.731,2.237,7.569,0.980
165,23224.400,0.990,0.670,0.769,0.843,1.083,1.438,1.671,2.201,6.767,1.010
170,10205.600,0.986,0.676,0.772,0.857,1.074,1.415,1.631,2.134,5.953,1.014
175,23351.000,0.968,0.671,0.769,0.829,1.032,1.389,1.613,2.142,6.517,1.034
180,16580.600,0.962,0.668,0.771,0.821,1.013,1.382,1.606,2.164,7.972,1.040
185,19908.400,0.934,0.666,0.776,0.831,0.967,1.251,1.492,2.043,5.822,1.071
190,21231.400,0.997,0.690,0.792,0.889,1.060,1.406,1.618,2.153,5.942,1.003
195,18804.000,1.004,0.682,0.800,0.900,1.072,1.410,1.617,2.145,6.091,0.996
200,23910.200,0.937,0.681,0.774,0.820,0.973,1.294,1.513,2.060,6.319,1.067
205,22899.800,0.929,0.679,0.768,0.813,0.961,1.282,1.505,2.066,6.780,1.076
210,8903.800,0.907,0.674,0.766,0.808,0.934,1.185,1.437,1.962,6.075,1.102
215,23577.000,0.940,0.680,0.770,0.825,0.977,1.306,1.519,2.077,6.095,1.064
220,24707.400,0.905,0.671,0.762,0.803,0.920,1.209,1.455,2.005,8.148,1.105
225,24822.000,0.911,0.679,0.765,0.803,0.925,1.238,1.467,1.999,5.906,1.098
230,24631.600,0.910,0.671,0.760,0.806,0.930,1.233,1.472,2.010,6.865,1.099
235,24588.800,0.919,0.675,0.765,0.806,0.944,1.263,1.486,2.026,6.197,1.088
240,8142.200,0.873,0.676,0.766,0.799,0.888,1.035,1.262,1.828,6.425,1.146
245,24114.000,0.923,0.667,0.768,0.812,0.947,1.258,1.491,2.052,6.376,1.083
250,23966.600,0.934,0.675,0.773,0.818,0.965,1.294,1.508,2.056,6.392,1.071
255,24503.000,0.914,0.675,0.764,0.804,0.933,1.239,1.472,2.035,6.755,1.095
260,24866.400,0.916,0.668,0.763,0.803,0.936,1.257,1.477,2.031,6.531,1.092
265,20387.200,0.913,0.678,0.767,0.808,0.936,1.223,1.463,2.007,8.486,1.095
270,10649.400,0.938,0.679,0.777,0.834,0.980,1.260,1.494,2.021,6.098,1.066
275,23727.200,0.929,0.668,0.771,0.818,0.960,1.267,1.494,2.050,8.151,1.077
280,23023.200,0.952,0.664,0.774,0.841,0.994,1.333,1.549,2.086,6.742,1.050
285,23361.400,0.945,0.667,0.773,0.831,0.984,1.319,1.530,2.081,6.577,1.058
290,23544.600,0.946,0.680,0.773,0.827,0.984,1.324,1.542,2.077,8.022,1.057
295,15973.600,0.944,0.676,0.773,0.833,0.984,1.308,1.520,2.073,6.346,1.059
