Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,257.800,1.971,1.021,1.547,1.811,2.223,2.749,3.132,4.595,6.335,0.507
5,258.200,1.877,1.014,1.503,1.758,2.102,2.531,2.827,4.255,6.844,0.533
10,273.200,2.332,1.064,1.584,1.893,2.336,3.024,3.765,6.631,61.400,0.429
15,203.000,5.138,1.010,1.701,2.054,2.614,3.410,4.549,115.929,358.269,0.195
20,204.000,3.136,1.069,1.699,2.083,2.619,3.435,4.119,9.055,209.236,0.319
25,160.000,6.358,1.077,1.830,2.190,2.686,3.618,4.522,63.343,817.060,0.157
30,262.400,2.327,1.054,1.710,2.077,2.594,3.394,4.240,6.588,14.539,0.430
35,269.800,2.261,1.002,1.653,1.991,2.512,3.380,4.120,6.541,10.080,0.442
40,259.200,2.222,1.078,1.646,1.985,2.508,3.238,4.003,6.184,10.962,0.450
45,159.800,12.123,1.003,1.648,2.010,2.530,3.939,7.039,285.764,1195.600,0.082
50,134.200,9.445,1.037,1.619,1.979,2.451,3.192,3.890,286.225,912.559,0.106
55,243.800,2.252,1.038,1.624,1.965,2.442,3.280,4.115,7.616,13.530,0.444
60,279.400,2.210,1.048,1.608,1.950,2.440,3.156,3.896,7.420,12.224,0.452
65,241.800,3.041,1.044,1.570,1.892,2.329,2.981,3.767,8.814,275.782,0.329
70,266.800,2.241,1.051,1.645,2.011,2.479,3.099,3.974,6.694,8.999,0.446
75,56.200,32.546,1.172,1.742,2.293,2.990,5.026,52.404,917.942,1235.736,0.031
80,252.600,2.298,1.080,1.735,2.083,2.610,3.291,3.813,5.985,9.053,0.435
85,275.400,2.084,1.001,1.586,1.886,2.309,2.887,3.449,6.076,9.320,0.480
90,291.200,2.025,0.941,1.553,1.841,2.265,2.872,3.411,5.149,9.862,0.494
95,265.000,2.077,1.057,1.591,1.900,2.280,2.865,3.456,5.855,8.232,0.482
100,177.200,7.077,0.979,1.631,1.946,2.367,3.114,3.846,275.778,993.679,0.141
105,164.800,6.582,1.050,1.487,1.764,2.177,2.725,3.274,132.137,1157.968,0.152
110,269.800,2.002,1.011,1.518,1.823,2.259,2.855,3.438,4.728,11.177,0.499
115,243.200,2.147,1.040,1.545,1.916,2.484,3.144,3.871,5.533,10.596,0.466
120,242.800,2.228,1.005,1.658,2.006,2.570,3.319,3.854,5.482,8.894,0.449
125,141.600,7.871,1.031,1.634,2.051,2.606,3.551,5.738,145.212,350.671,0.127
130,259.400,2.002,1.009,1.478,1.836,2.271,2.971,3.511,4.689,7.211,0.499
135,116.600,11.774,1.035,1.579,1.918,2.466,3.429,6.299,287.854,574.768,0.085
140,240.400,2.151,1.024,1.499,1.866,2.355,2.949,3.435,4.553,144.419,0.465
145,270.000,1.841,1.050,1.451,1.711,2.085,2.536,2.903,4.017,6.021,0.543
150,258.800,1.824,1.010,1.453,1.711,2.070,2.480,2.791,3.893,6.456,0.548
155,208.600,1.780,0.977,1.391,1.642,2.026,2.492,2.906,3.855,6.596,0.562
160,253.200,1.951,0.996,1.531,1.818,2.219,2.669,3.019,4.466,7.843,0.513
165,254.000,1.857,1.016,1.486,1.737,2.108,2.528,2.848,3.855,7.404,0.539
170,117.000,9.308,1.008,1.352,1.611,1.984,2.601,64.705,183.080,288.533,0.107
