Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,257.000,1.487,0.566,0.689,1.431,2.030,2.575,3.012,3.960,5.531,0.672
5,252.600,1.431,0.568,0.693,1.344,1.901,2.367,2.804,4.009,6.962,0.699
10,273.800,1.560,0.559,0.691,1.484,2.047,2.578,3.067,4.366,57.158,0.641
15,183.000,3.825,0.580,0.691,1.494,2.245,3.095,3.718,9.040,349.579,0.261
20,202.000,2.645,0.557,0.695,1.519,2.251,2.947,3.679,6.582,353.782,0.378
25,157.000,3.246,0.566,0.696,1.592,2.356,2.986,3.653,6.932,1127.403,0.308
30,248.400,1.658,0.577,0.691,1.485,2.234,2.956,3.676,5.948,10.234,0.603
35,259.800,1.549,0.579,0.682,1.313,2.159,2.852,3.488,4.940,9.151,0.646
40,250.600,1.562,0.564,0.689,1.470,2.122,2.719,3.173,5.361,10.062,0.640
45,163.200,3.728,0.589,0.686,1.556,2.106,2.828,4.086,134.449,281.288,0.268
50,126.400,8.132,0.588,0.685,1.469,2.202,2.887,3.315,31.534,913.959,0.123
55,261.600,1.580,0.566,0.682,1.377,2.121,2.863,3.322,6.374,12.160,0.633
60,267.200,1.581,0.586,0.690,1.480,2.130,2.772,3.380,5.251,10.808,0.632
65,242.000,1.801,0.578,0.683,1.321,1.987,2.493,3.027,4.878,149.112,0.555
70,268.400,1.550,0.567,0.690,1.382,2.128,2.778,3.287,5.036,11.030,0.645
75,52.600,11.992,0.581,0.693,1.503,2.425,3.347,5.944,577.660,931.584,0.083
80,253.200,1.587,0.581,0.689,1.375,2.239,2.881,3.395,5.201,8.701,0.630
85,261.200,1.522,0.586,0.691,1.471,2.022,2.533,3.059,4.900,10.718,0.657
90,286.400,1.474,0.568,0.681,1.405,1.984,2.570,3.030,4.692,6.976,0.678
95,287.800,1.445,0.576,0.680,1.348,1.951,2.485,2.877,4.772,8.232,0.692
100,178.200,7.642,0.597,0.679,1.318,2.026,2.746,3.484,288.913,720.832,0.131
105,158.200,2.354,0.570,0.680,1.393,1.956,2.418,2.901,4.476,552.122,0.425
110,257.600,1.495,0.578,0.693,1.391,1.992,2.561,3.018,4.301,9.601,0.669
115,248.600,1.512,0.591,0.687,1.343,2.049,2.741,3.185,4.785,8.911,0.661
120,237.200,1.632,0.583,0.700,1.389,2.196,3.040,3.660,5.467,9.936,0.613
125,143.200,3.579,0.595,0.698,1.374,2.147,2.851,3.417,70.995,413.536,0.279
130,269.200,1.397,0.582,0.691,1.271,1.909,2.413,2.798,3.817,5.878,0.716
135,109.600,10.878,0.595,0.698,1.379,1.958,2.760,3.680,288.879,566.787,0.092
140,225.000,1.671,0.582,0.713,1.489,2.072,2.769,3.212,4.099,127.577,0.599
145,258.000,1.431,0.565,0.702,1.347,1.881,2.417,2.820,4.101,6.010,0.699
150,252.000,1.402,0.574,0.704,1.342,1.836,2.309,2.675,3.630,5.889,0.713
155,217.000,1.314,0.586,0.689,1.215,1.725,2.182,2.584,3.670,5.909,0.761
160,256.600,1.411,0.573,0.698,1.307,1.868,2.392,2.765,3.963,6.232,0.709
165,259.600,1.348,0.572,0.688,1.262,1.785,2.261,2.607,3.525,5.443,0.742
170,111.400,5.767,0.595,0.690,1.295,1.766,2.374,2.982,143.277,354.241,0.173
175,257.200,1.475,0.572,0.690,1.264,1.701,2.144,2.514,3.865,65.937,0.678
180,197.400,4.923,0.579,0.682,1.291,1.787,2.262,2.635,148.549,579.292,0.203
185,230.200,2.123,0.582,0.688,1.364,2.072,2.668,3.221,5.503,413.147,0.471
190,234.400,2.467,0.584,0.697,1.406,2.217,3.117,3.902,7.896,288.196,0.405
195,208.600,2.308,0.564,0.697,1.367,2.155,2.843,3.311,7.177,424.130,0.433
200,256.000,1.432,0.577,0.690,1.384,1.904,2.450,2.790,4.055,6.983,0.698
205,254.400,1.979,0.574,0.687,1.329,1.895,2.378,2.787,5.830,289.540,0.505
210,99.200,5.247,0.574,0.680,1.206,1.843,2.284,2.710,4.095,957.644,0.191
215,259.800,1.534,0.564,0.687,1.402,2.016,2.605,3.204,6.090,8.184,0.652
220,269.000,1.460,0.573,0.683,1.410,1.932,2.452,3.009,4.124,9.638,0.685
225,269.400,1.378,0.581,0.681,1.284,1.854,2.372,2.703,3.731,7.576,0.726
230,279.600,1.396,0.585,0.679,1.288,1.864,2.374,2.792,4.222,6.421,0.716
235,272.800,1.391,0.550,0.682,1.300,1.895,2.392,2.722,4.053,6.969,0.719
240,92.800,9.307,0.592,0.684,1.362,1.950,2.592,3.340,217.473,832.441,0.107
245,262.400,1.451,0.573,0.690,1.357,1.915,2.454,2.944,4.209,7.960,0.689
250,261.200,1.442,0.571,0.685,1.347,1.941,2.473,2.975,4.341,6.733,0.693
255,284.200,1.392,0.559,0.684,1.309,1.855,2.333,2.727,3.819,10.721,0.718
260,292.000,1.307,0.564,0.684,1.210,1.740,2.183,2.522,3.686,6.681,0.765
265,234.400,2.492,0.566,0.682,1.360,1.912,2.409,2.922,6.683,272.264,0.401
