run_id,hostname,timestamp_utc,ncpus,mem_gib,workload,run_vus,terminals,warehouses_equiv,wh_per_vu,scalefactor,sf_per_vu,expected_schema_gib,units_per_vu_min,sf_covers_vu_min,shared_buffers_gb,effective_cache_size_gb,synchronous_commit,pg_data_storage,pg_tmpfs_size_gib,rampup_min,duration_min,pg_image,benchbase_image,load_seconds,db_size_bytes,db_size_pretty,db_size_gib,run_seconds,tps,tpm,tpm_per_vu,tpm_per_core,goodput_tps,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_avg_ms,raw_load_log,raw_db_size,raw_run_log,raw_config,raw_summary,error
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T12:50:57.832508+00:00,16,125.8,wikipedia,4,4,20,5,13,3.25,1.9244,5,False,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,23.3,2830628543,2699 MB,2.6362,427.0,6522.73,391364,97841.0,97841.0,9000.2,0.538,1.318,2.023,0.612,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T12:58:33.959719+00:00,16,125.8,wikipedia,8,8,40,5,26,3.25,3.8488,5,False,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,45.2,5700064959,5436 MB,5.3086,429.1,9665.48,579929,72491.1,72491.1,13457.38,0.754,1.549,1.922,0.827,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T13:06:35.520859+00:00,16,125.8,wikipedia,16,16,80,5,51,3.19,7.5495,5,False,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,92.0,11756598975,11 GB,10.9492,432.1,13329.17,799750,49984.4,49984.4,18511.27,1.108,1.924,2.722,1.199,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T13:15:29.510162+00:00,16,125.8,wikipedia,32,32,160,5,103,3.22,15.2471,5,False,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,183.5,23092008639,22 GB,21.5061,429.1,7883.19,472991,14781.0,14781.0,10926.88,3.889,6.678,8.892,4.058,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T13:25:53.460867+00:00,16,125.8,wikipedia,64,64,320,5,205,3.2,30.3461,5,False,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,358.3,47635986111,44 GB,44.3645,427.3,4330.76,259845,4060.1,4060.1,5968.59,14.523,21.776,28.257,14.772,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T13:39:13.321116+00:00,16,125.8,ycsb,4,4,20,5,1676,419.0,1.9004,5,True,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,4.2,2035275455,1941 MB,1.8955,449.1,43070.53,2584232,646058.0,646058.0,60082.25,0.093,0.106,0.119,0.092,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T13:46:51.386738+00:00,16,125.8,ycsb,8,8,40,5,3351,418.88,3.7998,5,True,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,6.9,4062344895,3874 MB,3.7834,469.3,82221.26,4933275,616659.4,616659.4,114613.72,0.096,0.117,0.141,0.096,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T13:54:53.915137+00:00,16,125.8,ycsb,16,16,80,5,6702,418.88,7.5995,5,True,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,12.4,8116803263,7741 MB,7.5594,496.6,116548.52,6992911,437056.9,437056.9,163313.71,0.127,0.211,0.291,0.136,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T14:03:31.123625+00:00,16,125.8,ycsb,32,32,160,5,13405,418.91,15.2002,5,True,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,23.7,16227153599,15 GB,15.1127,510.4,134039.44,8042367,251324.0,251324.0,187137.33,0.206,0.411,1.06,0.237,,,,,,
20260717T125057Z_sc-runner_bb,sc-runner,2026-07-17T14:12:36.462121+00:00,16,125.8,ycsb,64,64,320,5,26810,418.91,30.4004,5,True,31,94,off,tmpfs,62,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,46.7,32445839039,30 GB,30.2175,515.5,109305.88,6558353,102474.3,102474.3,152243.42,0.284,1.101,8.767,0.584,,,,,,
