Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1145.400,7.128,1.824,3.397,4.472,6.500,13.920,21.060,48.612,150.174,0.140
5,1177.800,6.993,1.781,3.127,4.207,6.308,14.716,21.782,47.652,140.466,0.143
10,1175.000,6.958,1.813,3.299,4.330,6.509,14.570,20.777,43.744,115.649,0.144
15,1170.800,7.246,1.795,3.274,4.351,6.454,15.048,23.091,50.015,131.749,0.138
20,1178.200,7.335,1.806,3.181,4.303,6.489,14.961,24.515,52.043,177.136,0.136
25,1100.800,7.696,1.741,3.505,4.531,6.908,15.679,23.350,54.634,185.139,0.130
30,1134.400,7.228,1.822,3.449,4.569,6.915,13.995,20.368,44.774,186.387,0.138
35,1125.000,7.721,1.824,3.382,4.486,6.966,16.081,25.299,52.261,151.407,0.130
40,1359.600,6.730,1.783,2.434,2.935,5.128,14.107,23.842,57.090,441.171,0.149
45,989.400,13.595,1.756,2.335,2.725,4.795,14.781,26.104,460.471,675.077,0.074
50,1448.400,6.564,1.758,2.329,2.693,4.629,15.050,25.427,56.098,204.028,0.152
55,1313.800,6.708,1.760,2.436,3.089,5.195,14.483,25.193,58.396,179.856,0.149
60,1428.400,5.915,1.780,2.345,2.780,4.844,12.847,20.628,45.686,130.374,0.169
65,1326.800,7.067,1.762,2.508,3.298,5.505,14.906,24.913,59.667,410.377,0.142
70,1351.200,6.640,1.763,2.571,3.242,5.507,14.729,23.824,49.570,169.346,0.151
75,1312.600,7.004,1.801,2.551,3.227,5.306,15.561,25.265,58.108,247.281,0.143
80,952.600,12.407,1.800,2.780,3.675,6.182,16.712,27.825,203.827,702.285,0.081
85,1252.600,7.094,1.805,2.930,3.948,6.098,14.877,23.383,53.831,195.909,0.141
90,1204.200,8.077,1.752,2.879,3.918,6.325,16.701,28.046,80.900,159.760,0.124
95,1209.000,7.899,1.783,2.798,3.667,6.219,17.507,28.933,63.023,265.907,0.127
100,1188.400,8.468,1.820,2.758,3.610,6.271,18.653,33.787,74.998,182.652,0.118
105,1155.200,7.716,1.798,3.096,4.191,6.680,16.155,25.494,58.857,193.448,0.130
110,1215.400,7.208,1.753,2.958,3.961,5.995,15.062,24.283,56.641,173.437,0.139
115,647.000,25.914,1.825,3.254,4.474,9.532,31.692,66.812,695.202,2169.723,0.039
120,1128.200,6.701,1.813,3.389,4.417,6.640,13.664,18.959,36.348,130.622,0.149
125,1233.200,6.820,1.780,2.856,3.915,6.345,14.818,21.728,42.675,204.153,0.147
130,1228.200,6.866,1.805,2.956,3.982,6.216,15.186,22.742,44.640,106.168,0.146
135,1198.000,7.312,1.769,2.948,3.947,6.285,15.359,24.786,55.336,156.343,0.137
140,1184.000,7.378,1.754,3.122,4.212,6.510,15.584,23.919,53.095,137.328,0.136
145,1144.400,7.283,1.786,3.201,4.284,6.693,15.247,22.117,52.426,179.412,0.137
150,1067.400,9.584,1.792,3.127,4.312,6.998,18.133,30.851,90.083,356.216,0.104
155,948.000,11.717,1.828,3.130,4.211,6.902,18.628,36.860,116.299,593.267,0.085
160,1279.400,7.701,1.795,2.526,3.167,5.360,17.196,30.257,68.884,234.882,0.130
165,1357.000,6.910,1.771,2.358,2.881,4.903,14.974,25.264,60.463,306.827,0.145
170,1322.800,6.908,1.785,2.439,3.128,5.274,15.272,24.663,58.059,205.579,0.145
175,1286.400,7.184,1.760,2.652,3.498,5.950,15.269,25.401,59.333,224.530,0.139
180,1272.200,7.322,1.768,2.604,3.386,5.693,16.782,26.995,63.111,125.223,0.137
185,1339.600,7.070,1.735,2.585,3.318,5.532,15.615,25.898,58.283,149.473,0.141
190,1024.000,10.131,1.717,2.678,3.534,6.144,17.175,29.311,130.500,497.109,0.099
195,1292.000,7.006,1.727,2.700,3.570,5.794,15.626,25.327,52.161,127.837,0.143
200,1174.400,7.983,1.817,3.082,4.061,6.615,17.345,27.899,58.087,175.785,0.125
205,1184.400,7.834,1.799,2.917,3.891,6.128,16.141,28.079,65.843,256.465,0.128
210,1233.000,7.577,1.810,2.887,3.781,6.293,16.684,26.704,57.280,142.546,0.132
215,1194.000,8.143,1.808,2.864,3.851,6.238,17.598,30.727,68.212,220.120,0.123
220,1175.400,7.072,1.747,2.929,4.058,6.253,15.106,24.455,48.999,139.812,0.141
225,1162.400,7.197,1.774,3.255,4.221,6.426,15.532,22.522,43.984,151.736,0.139
230,1160.000,7.705,1.751,3.127,4.173,6.594,16.534,26.241,57.468,142.383,0.130
235,1057.000,9.205,1.843,3.203,4.362,7.028,16.990,28.794,93.920,298.577,0.109
240,959.400,13.319,1.812,3.049,4.152,7.763,25.109,55.854,176.692,266.759,0.075
245,1128.000,7.586,1.797,3.307,4.363,6.585,15.334,24.637,56.625,149.752,0.132
250,998.200,12.832,1.851,3.148,3.976,7.313,31.062,57.744,134.650,412.535,0.078
255,656.200,31.137,1.893,2.755,3.528,5.761,83.412,171.696,480.775,1530.015,0.032
260,467.000,46.466,1.885,2.857,3.726,6.159,146.297,316.847,597.686,1818.833,0.022
265,419.000,53.675,1.969,2.778,3.609,5.434,168.510,355.418,746.476,2414.021,0.019
270,321.800,72.445,1.958,2.788,4.071,14.435,268.707,477.180,903.896,2291.809,0.014
275,494.000,43.255,1.903,2.799,3.659,6.814,116.162,275.238,648.038,1450.226,0.023
280,1152.600,7.268,1.807,3.066,4.052,6.033,15.850,23.793,53.881,177.379,0.138
285,1173.000,8.607,1.774,2.833,3.691,6.029,19.749,34.533,79.528,200.414,0.116
290,1111.000,8.654,1.840,2.798,3.718,5.966,18.885,31.769,93.250,162.310,0.116
295,1205.400,7.979,1.797,2.819,3.681,6.093,18.856,30.663,62.843,152.540,0.125
