Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,167.000,1.358,0.853,0.983,1.181,1.589,1.993,2.458,2.997,3.763,0.737
5,175.400,1.342,0.847,0.979,1.205,1.559,1.915,2.232,3.028,4.369,0.745
10,160.600,1.371,0.869,1.001,1.191,1.607,1.995,2.337,3.131,4.321,0.729
15,162.800,1.333,0.860,0.991,1.162,1.565,1.917,2.211,2.880,4.039,0.750
20,173.800,1.339,0.844,0.972,1.158,1.559,1.986,2.344,3.217,4.211,0.747
25,157.000,1.415,0.856,1.014,1.201,1.698,2.129,2.539,3.178,4.181,0.707
30,156.200,1.425,0.873,0.998,1.222,1.700,2.194,2.580,3.362,5.006,0.702
35,157.200,1.381,0.851,1.008,1.213,1.624,2.040,2.415,2.901,3.526,0.724
40,196.200,1.077,0.843,0.933,0.980,1.089,1.371,1.653,2.210,4.176,0.929
45,147.200,6.278,0.821,0.921,0.962,1.014,1.119,1.307,68.633,651.094,0.159
50,210.400,1.045,0.826,0.929,0.968,1.034,1.184,1.403,2.349,4.515,0.957
55,188.200,1.101,0.846,0.938,0.998,1.133,1.396,1.728,2.208,3.757,0.908
60,209.000,1.083,0.853,0.928,0.982,1.093,1.352,1.642,2.545,4.871,0.923
65,184.400,1.122,0.857,0.942,1.011,1.170,1.471,1.717,2.374,4.128,0.891
70,198.200,1.136,0.849,0.936,0.997,1.168,1.485,1.773,3.004,6.905,0.880
75,188.800,1.160,0.852,0.943,1.033,1.256,1.539,1.771,2.487,4.361,0.862
80,130.400,4.281,0.860,0.949,1.054,1.330,1.786,2.084,53.251,663.029,0.234
85,176.600,1.244,0.853,0.960,1.080,1.348,1.785,2.110,3.092,3.904,0.804
90,161.800,1.461,0.860,0.950,1.056,1.263,1.669,1.943,3.764,103.209,0.685
95,158.600,1.209,0.819,0.952,1.057,1.309,1.715,1.987,2.941,4.687,0.827
100,168.600,1.223,0.859,0.956,1.063,1.339,1.719,2.017,2.808,5.107,0.818
105,165.400,1.296,0.854,0.970,1.142,1.473,1.938,2.214,2.815,3.574,0.772
110,182.000,1.269,0.839,0.964,1.112,1.448,1.787,2.083,2.726,4.444,0.788
115,87.000,2.733,0.885,0.991,1.145,1.636,2.053,2.525,3.317,593.884,0.366
120,166.600,1.367,0.839,0.987,1.208,1.573,2.023,2.435,2.976,4.664,0.731
125,181.400,1.267,0.859,0.954,1.104,1.414,1.856,2.129,2.750,5.246,0.789
130,167.600,1.279,0.868,0.965,1.150,1.468,1.812,2.110,2.659,4.597,0.782
135,188.800,1.258,0.862,0.949,1.079,1.400,1.851,2.187,3.079,4.351,0.795
140,171.800,1.348,0.850,0.974,1.154,1.565,2.014,2.413,3.212,4.326,0.742
145,166.000,1.365,0.846,0.984,1.177,1.617,2.076,2.369,3.035,3.489,0.733
150,142.600,1.801,0.857,0.968,1.105,1.504,1.890,2.309,3.228,302.700,0.555
155,131.400,3.390,0.856,0.968,1.087,1.453,1.867,2.221,3.644,574.058,0.295
160,176.200,1.119,0.850,0.952,1.018,1.150,1.438,1.686,2.391,3.946,0.894
165,203.000,1.079,0.855,0.934,0.988,1.096,1.393,1.665,2.180,2.836,0.927
170,197.000,1.150,0.832,0.937,1.017,1.196,1.559,1.906,2.649,4.655,0.869
175,186.800,1.146,0.842,0.939,1.020,1.233,1.566,1.800,2.384,3.510,0.873
180,176.000,1.162,0.854,0.940,1.030,1.278,1.608,1.827,2.389,3.920,0.861
185,190.400,1.119,0.821,0.936,0.989,1.188,1.462,1.739,2.498,4.377,0.893
190,142.400,1.807,0.859,0.944,1.041,1.335,1.811,2.117,3.274,151.362,0.553
195,186.400,1.255,0.861,0.948,1.060,1.428,1.817,2.143,3.095,4.619,0.797
200,160.200,1.307,0.866,0.974,1.109,1.520,1.906,2.202,2.951,4.127,0.765
205,161.400,1.318,0.872,0.959,1.077,1.383,1.801,2.116,2.726,60.740,0.759
210,167.400,1.218,0.854,0.952,1.062,1.349,1.687,1.911,3.016,4.284,0.821
215,175.000,1.231,0.851,0.955,1.060,1.364,1.769,2.059,2.851,4.133,0.812
220,171.400,1.323,0.819,0.970,1.121,1.546,2.003,2.368,2.966,4.326,0.756
225,166.400,1.343,0.840,0.992,1.198,1.580,1.892,2.277,3.161,4.302,0.744
230,162.000,1.316,0.861,0.972,1.132,1.531,1.947,2.251,3.268,3.635,0.760
235,147.600,1.960,0.832,0.983,1.127,1.496,1.917,2.269,3.077,173.132,0.510
240,138.800,1.273,0.850,0.958,1.083,1.471,1.897,2.217,2.758,4.075,0.786
245,157.800,1.407,0.870,0.996,1.212,1.639,2.122,2.507,3.717,4.390,0.710
250,145.800,1.337,0.871,0.968,1.095,1.619,2.001,2.346,3.141,3.654,0.748
255,93.200,1.308,0.877,0.953,1.009,1.233,1.977,2.822,5.398,7.115,0.764
260,73.600,1.507,0.858,0.950,1.011,1.615,2.776,3.816,6.339,10.897,0.664
265,61.200,1.539,0.864,0.956,1.010,1.476,2.602,4.728,6.910,9.122,0.650
270,49.200,1.594,0.871,0.961,1.006,1.413,2.519,5.581,6.527,18.584,0.627
275,66.400,1.354,0.855,0.946,0.985,1.212,2.190,2.845,6.192,6.973,0.739
280,174.000,1.232,0.842,0.983,1.110,1.329,1.710,1.935,2.670,5.108,0.812
285,170.000,1.176,0.873,0.956,1.049,1.256,1.669,1.869,2.353,4.815,0.850
290,157.200,2.366,0.862,0.962,1.059,1.279,1.696,1.931,62.486,133.478,0.423
295,170.600,1.210,0.855,0.953,1.057,1.313,1.720,2.072,2.662,4.379,0.826
