Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,165.000,1.463,0.848,1.083,1.357,1.707,2.085,2.363,3.351,4.871,0.684
5,170.000,1.430,0.831,1.021,1.315,1.647,2.115,2.411,3.382,5.066,0.699
10,175.800,1.462,0.834,1.056,1.342,1.721,2.168,2.441,3.361,4.634,0.684
15,162.200,1.500,0.869,1.065,1.384,1.774,2.225,2.617,3.244,4.510,0.667
20,172.400,1.422,0.836,1.010,1.294,1.630,2.101,2.488,3.323,4.506,0.703
25,157.000,1.514,0.855,1.087,1.421,1.759,2.214,2.470,3.365,4.659,0.661
30,159.800,1.510,0.842,1.070,1.383,1.771,2.214,2.594,3.266,4.814,0.662
35,155.200,1.462,0.846,1.056,1.353,1.717,2.133,2.412,2.960,4.417,0.684
40,198.000,1.044,0.829,0.899,0.941,1.035,1.300,1.669,2.415,4.994,0.958
45,138.200,2.892,0.828,0.895,0.934,0.986,1.105,1.285,3.173,653.223,0.346
50,208.400,1.002,0.825,0.898,0.941,1.016,1.153,1.334,1.970,3.467,0.998
55,187.000,1.102,0.831,0.917,0.981,1.124,1.522,1.797,2.561,4.550,0.908
60,211.800,1.060,0.828,0.909,0.966,1.075,1.334,1.703,2.229,4.088,0.943
65,182.000,1.098,0.833,0.926,1.006,1.124,1.363,1.745,2.603,5.596,0.911
70,201.600,1.118,0.821,0.930,1.029,1.174,1.436,1.726,2.371,4.670,0.894
75,199.600,1.156,0.825,0.928,1.050,1.240,1.585,1.830,2.746,4.062,0.865
80,140.000,3.776,0.832,0.964,1.142,1.369,1.830,2.129,4.540,665.825,0.265
85,173.400,1.321,0.835,0.996,1.209,1.471,1.872,2.234,2.850,4.574,0.757
90,173.400,1.503,0.825,0.953,1.083,1.260,1.659,2.008,2.836,102.252,0.665
95,174.400,1.265,0.826,0.987,1.142,1.369,1.845,2.081,2.777,3.870,0.791
100,167.800,1.240,0.838,0.970,1.137,1.352,1.731,2.060,2.648,4.287,0.807
105,168.800,1.357,0.838,1.017,1.209,1.558,2.025,2.271,2.903,4.024,0.737
110,171.200,1.331,0.832,0.999,1.223,1.537,1.933,2.244,2.845,4.895,0.751
115,96.800,6.322,0.870,1.046,1.345,1.757,2.319,2.804,4.620,596.956,0.158
120,171.200,1.460,0.840,1.068,1.329,1.698,2.082,2.455,3.307,4.741,0.685
125,189.000,1.320,0.839,0.986,1.217,1.482,1.934,2.229,2.833,4.228,0.758
130,176.000,1.331,0.831,1.001,1.222,1.513,1.897,2.196,2.982,3.588,0.751
135,169.800,1.315,0.826,0.983,1.227,1.494,1.862,2.135,2.810,3.842,0.760
140,163.600,1.470,0.813,1.063,1.364,1.683,2.152,2.593,3.056,4.833,0.680
145,165.400,1.473,0.830,1.069,1.334,1.683,2.201,2.602,3.296,5.193,0.679
150,151.600,1.897,0.826,0.991,1.332,1.586,2.021,2.510,3.788,303.718,0.527
155,129.200,5.440,0.849,0.994,1.244,1.570,2.034,2.406,63.817,577.243,0.184
160,184.600,1.082,0.837,0.921,0.990,1.110,1.363,1.707,2.192,3.961,0.925
165,196.400,1.061,0.825,0.914,0.958,1.060,1.302,1.683,2.605,4.520,0.942
170,188.200,1.133,0.837,0.933,1.020,1.169,1.530,1.840,2.638,4.003,0.883
175,201.000,1.163,0.820,0.937,1.044,1.228,1.632,1.856,2.516,4.469,0.860
180,188.600,1.192,0.820,0.941,1.069,1.272,1.696,1.910,3.134,4.210,0.839
185,181.200,1.143,0.823,0.920,1.040,1.227,1.531,1.799,2.456,3.924,0.875
190,143.800,2.909,0.826,0.938,1.124,1.383,1.745,2.053,3.757,449.499,0.344
195,177.800,1.298,0.815,0.962,1.166,1.443,1.876,2.147,3.208,5.824,0.771
200,177.000,1.395,0.844,1.013,1.247,1.608,2.057,2.344,3.260,6.045,0.717
205,172.800,1.563,0.834,0.989,1.156,1.465,1.931,2.159,2.876,65.631,0.640
210,175.400,1.250,0.830,0.975,1.155,1.368,1.750,2.059,2.657,3.862,0.800
215,167.000,1.297,0.830,0.987,1.191,1.462,1.831,2.129,2.727,4.226,0.771
220,173.200,1.343,0.844,0.992,1.183,1.501,1.973,2.405,3.332,4.339,0.745
225,154.800,1.452,0.843,1.063,1.324,1.693,2.085,2.411,3.396,4.434,0.689
230,166.800,1.412,0.842,1.017,1.307,1.651,2.069,2.436,2.989,4.763,0.708
235,157.200,1.626,0.839,1.024,1.251,1.622,2.072,2.403,3.131,178.115,0.615
240,140.200,1.507,0.837,0.990,1.227,1.558,1.922,2.302,3.029,71.204,0.664
245,158.000,1.509,0.848,1.072,1.382,1.767,2.296,2.637,3.279,5.542,0.663
250,146.400,1.446,0.835,1.035,1.346,1.687,2.081,2.416,3.162,4.013,0.692
255,95.200,1.500,0.873,0.978,1.206,1.737,2.287,3.032,4.421,10.251,0.667
260,65.200,1.614,0.855,0.982,1.301,2.031,2.647,3.352,5.009,5.501,0.619
265,61.200,1.624,0.884,0.976,1.273,1.999,2.792,3.432,4.600,5.914,0.616
270,46.200,1.705,0.883,0.987,1.365,2.112,2.866,3.552,6.440,7.806,0.587
275,68.600,1.521,0.868,0.993,1.162,1.829,2.609,2.938,4.032,8.261,0.658
280,164.000,1.241,0.838,0.980,1.090,1.359,1.782,2.017,2.817,5.225,0.806
285,162.800,1.197,0.825,0.956,1.064,1.272,1.653,1.989,2.786,4.927,0.836
290,159.800,1.820,0.833,0.979,1.113,1.327,1.756,2.071,3.837,108.055,0.549
295,174.800,1.242,0.835,0.971,1.093,1.322,1.806,2.107,2.971,4.584,0.805
