Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9443.400,0.674,0.568,0.641,0.664,0.696,0.722,0.740,0.797,3.806,1.484
5,9125.000,0.686,0.573,0.649,0.676,0.707,0.733,0.750,0.816,5.517,1.458
10,9233.000,0.686,0.573,0.649,0.674,0.707,0.734,0.750,0.805,5.660,1.458
15,9330.400,0.683,0.570,0.645,0.671,0.705,0.730,0.748,0.805,5.586,1.464
20,9375.200,0.678,0.568,0.641,0.666,0.699,0.725,0.744,0.804,5.426,1.475
25,9356.400,0.680,0.559,0.644,0.667,0.699,0.728,0.748,0.801,5.316,1.471
30,9313.600,0.682,0.577,0.644,0.671,0.703,0.730,0.749,0.807,5.531,1.467
35,9399.400,0.681,0.564,0.643,0.671,0.703,0.729,0.747,0.802,5.934,1.468
40,9333.600,0.679,0.579,0.643,0.666,0.698,0.725,0.743,0.798,5.343,1.472
45,9448.000,0.676,0.577,0.639,0.662,0.694,0.721,0.741,0.806,5.715,1.480
50,7841.000,0.731,0.581,0.651,0.680,0.712,0.741,0.764,0.858,64.477,1.368
55,8634.400,0.714,0.564,0.643,0.672,0.710,0.754,0.822,0.949,78.902,1.401
60,9410.400,0.675,0.554,0.634,0.658,0.691,0.725,0.762,0.933,5.300,1.482
65,9263.400,0.684,0.556,0.636,0.665,0.703,0.751,0.826,0.929,5.578,1.462
70,9360.400,0.677,0.561,0.637,0.661,0.695,0.732,0.765,0.879,5.264,1.476
75,9349.200,0.680,0.565,0.640,0.665,0.699,0.733,0.759,0.876,5.519,1.470
80,9286.000,0.684,0.553,0.633,0.662,0.698,0.755,0.873,0.952,5.888,1.461
85,9000.600,0.683,0.555,0.624,0.651,0.691,0.771,0.890,0.968,46.627,1.464
90,9212.000,0.686,0.559,0.645,0.671,0.707,0.740,0.767,0.875,5.433,1.459
95,9185.400,0.692,0.565,0.642,0.670,0.711,0.764,0.853,0.935,5.527,1.445
100,9351.200,0.682,0.555,0.632,0.661,0.699,0.742,0.861,0.962,5.470,1.467
105,9253.600,0.686,0.554,0.621,0.652,0.696,0.815,0.932,1.010,5.707,1.458
110,6548.000,0.828,0.558,0.626,0.659,0.708,0.891,1.026,1.149,228.307,1.208
115,6429.800,0.786,0.557,0.634,0.664,0.708,0.821,1.056,1.162,230.274,1.272
120,9248.400,0.686,0.561,0.626,0.657,0.698,0.771,0.906,1.029,5.720,1.459
125,9281.800,0.683,0.556,0.625,0.651,0.687,0.782,0.913,1.000,5.456,1.465
130,9209.800,0.690,0.556,0.623,0.650,0.691,0.785,0.992,1.097,5.541,1.450
135,8682.200,0.692,0.558,0.623,0.649,0.692,0.788,1.031,1.132,5.390,1.444
