Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,743.800,1.898,1.360,1.669,1.847,2.073,2.279,2.418,2.880,5.720,0.527
5,681.400,2.265,1.383,1.706,1.893,2.135,2.390,2.553,9.500,76.468,0.442
10,730.400,1.990,1.369,1.719,1.897,2.189,2.432,2.609,3.114,7.406,0.503
15,730.600,1.948,1.373,1.678,1.856,2.136,2.397,2.559,3.213,6.567,0.513
20,739.200,1.956,1.353,1.654,1.848,2.077,2.308,2.468,3.078,40.159,0.511
25,724.800,1.972,1.347,1.697,1.876,2.135,2.467,2.669,3.297,7.445,0.507
30,737.000,1.965,1.366,1.664,1.856,2.104,2.561,2.792,3.346,7.052,0.509
35,721.200,1.941,1.346,1.679,1.836,2.091,2.444,2.625,3.176,7.487,0.515
40,744.400,1.959,1.367,1.694,1.867,2.150,2.425,2.603,3.084,6.850,0.510
45,743.400,1.896,1.360,1.648,1.810,2.055,2.344,2.520,2.969,6.910,0.527
50,609.400,3.205,1.381,1.781,1.972,2.226,2.627,3.450,42.910,94.777,0.312
55,671.600,2.373,1.330,1.762,1.957,2.286,2.581,2.890,6.729,80.746,0.421
60,743.200,1.950,1.322,1.706,1.879,2.088,2.305,2.601,3.166,6.560,0.513
65,714.800,2.043,1.322,1.721,1.967,2.247,2.545,2.812,3.318,7.588,0.490
70,731.600,1.994,1.335,1.704,1.935,2.197,2.457,2.645,3.036,6.678,0.501
75,721.200,2.001,1.320,1.713,1.911,2.196,2.458,2.699,3.291,7.647,0.500
80,719.400,2.015,1.314,1.670,1.850,2.166,2.744,3.153,3.661,7.234,0.496
85,696.800,2.387,1.299,1.625,1.811,2.197,2.947,3.317,5.501,167.962,0.419
90,737.600,2.015,1.355,1.702,1.878,2.204,2.660,2.808,3.257,7.327,0.496
95,707.200,2.046,1.353,1.718,1.888,2.192,2.805,3.103,3.654,7.590,0.489
100,729.600,1.952,1.300,1.648,1.826,2.141,2.458,2.934,3.438,6.897,0.512
105,706.200,2.049,1.330,1.657,1.901,2.254,2.692,3.333,3.671,7.393,0.488
110,520.600,4.612,1.343,1.737,1.967,2.394,3.412,3.980,43.006,257.956,0.217
115,499.000,4.560,1.317,1.808,2.037,2.471,3.885,8.328,49.598,233.950,0.219
120,727.000,2.019,1.289,1.646,1.837,2.295,2.661,3.149,3.653,6.910,0.495
125,720.000,2.044,1.325,1.692,1.896,2.212,2.788,3.133,3.515,7.653,0.489
130,701.200,2.076,1.330,1.664,1.867,2.282,2.962,3.569,3.967,7.671,0.482
135,687.600,2.616,1.340,1.679,1.868,2.290,3.026,3.804,6.437,121.215,0.382
140,720.800,2.027,1.330,1.644,1.870,2.187,2.791,3.301,3.679,7.283,0.493
145,719.000,2.091,1.336,1.709,1.968,2.325,2.834,3.109,3.568,7.608,0.478
150,694.200,2.062,1.331,1.665,1.868,2.264,2.871,3.271,3.810,7.155,0.485
155,715.800,2.019,1.324,1.700,1.880,2.291,2.591,2.764,3.420,7.077,0.495
160,722.000,1.975,1.384,1.686,1.883,2.125,2.373,2.537,3.179,73.267,0.506
165,743.400,1.899,1.367,1.676,1.838,2.052,2.252,2.446,2.837,6.536,0.527
170,738.600,1.946,1.377,1.703,1.863,2.097,2.356,2.556,3.132,6.770,0.514
175,715.400,1.959,1.360,1.709,1.885,2.110,2.395,2.618,3.098,6.960,0.511
180,713.600,2.066,1.374,1.742,1.975,2.263,2.610,2.887,3.563,7.584,0.484
185,715.800,2.004,1.380,1.706,1.891,2.145,2.610,2.883,3.410,7.296,0.499
190,726.400,1.987,1.362,1.689,1.894,2.180,2.461,2.769,3.328,6.856,0.503
195,714.600,1.972,1.366,1.675,1.853,2.159,2.467,2.746,3.496,7.680,0.507
200,729.400,1.946,1.372,1.658,1.812,2.140,2.529,2.740,3.320,6.203,0.514
205,704.800,1.956,1.372,1.713,1.873,2.103,2.326,2.488,3.240,7.814,0.511
210,728.200,1.936,1.375,1.662,1.818,2.131,2.391,2.559,3.196,6.616,0.516
215,732.000,1.920,1.346,1.686,1.856,2.047,2.289,2.428,3.111,7.263,0.521
220,739.800,1.917,1.367,1.678,1.832,2.042,2.283,2.499,3.322,6.878,0.522
225,739.600,1.953,1.369,1.659,1.803,2.106,2.526,2.754,3.484,7.554,0.512
230,621.400,3.073,1.393,1.682,1.855,2.242,2.888,3.084,5.974,310.334,0.325
235,738.400,1.957,1.373,1.683,1.861,2.092,2.433,2.702,3.357,7.289,0.511
240,716.000,1.945,1.387,1.717,1.883,2.054,2.347,2.608,3.111,7.340,0.514
245,727.000,2.004,1.320,1.702,1.869,2.110,2.708,3.099,3.416,7.492,0.499
250,728.600,1.971,1.350,1.707,1.897,2.157,2.402,2.552,3.246,6.793,0.507
255,730.600,2.024,1.324,1.697,1.913,2.224,2.589,2.833,3.366,7.096,0.494
260,711.400,2.061,1.311,1.656,1.904,2.250,2.970,3.238,3.754,8.188,0.485
265,718.800,1.963,1.362,1.696,1.886,2.145,2.400,2.585,3.218,7.376,0.509
270,724.600,1.907,1.349,1.678,1.837,2.033,2.286,2.493,3.060,7.593,0.524
275,731.000,1.997,1.380,1.710,1.874,2.087,2.361,2.561,3.337,28.051,0.501
280,721.000,2.093,1.350,1.805,1.993,2.248,2.653,2.928,3.505,7.086,0.478
