Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,110.800,1.347,1.196,1.298,1.334,1.377,1.416,1.453,1.580,3.021,0.742
5,69.400,1.348,1.170,1.283,1.325,1.365,1.422,1.476,2.048,3.839,0.742
10,103.000,1.326,1.195,1.280,1.317,1.356,1.393,1.422,1.507,3.806,0.754
15,115.600,1.339,1.191,1.289,1.329,1.368,1.415,1.444,1.570,3.775,0.747
20,116.200,1.339,1.187,1.284,1.321,1.357,1.398,1.440,1.632,3.875,0.747
25,121.200,1.326,1.170,1.269,1.309,1.346,1.385,1.423,1.673,3.631,0.754
30,109.200,1.347,1.198,1.282,1.326,1.375,1.459,1.528,1.774,3.659,0.743
35,85.000,1.337,1.204,1.279,1.318,1.362,1.416,1.453,1.550,3.976,0.748
40,96.600,1.328,1.177,1.271,1.309,1.352,1.401,1.463,1.683,3.457,0.753
45,109.600,1.342,1.177,1.279,1.322,1.370,1.430,1.483,1.757,3.802,0.745
50,74.200,1.326,1.166,1.265,1.307,1.356,1.417,1.463,1.777,2.754,0.754
55,19.200,1.365,1.189,1.266,1.305,1.388,1.491,1.556,3.816,3.816,0.733
60,99.800,1.349,1.180,1.290,1.332,1.370,1.424,1.482,1.650,3.993,0.741
65,108.200,1.326,1.191,1.279,1.316,1.349,1.396,1.443,1.576,3.713,0.754
70,91.600,1.331,1.164,1.282,1.321,1.363,1.429,1.473,1.561,1.655,0.751
75,110.600,1.319,1.168,1.275,1.310,1.348,1.384,1.426,1.550,3.684,0.758
80,115.600,1.312,1.167,1.267,1.304,1.341,1.380,1.412,1.501,3.317,0.762
85,95.800,1.364,1.154,1.274,1.327,1.396,1.560,1.659,1.847,3.248,0.733
90,112.800,1.370,1.158,1.285,1.332,1.400,1.501,1.573,1.742,4.037,0.730
95,124.200,1.327,1.177,1.264,1.309,1.350,1.401,1.445,1.642,3.798,0.753
100,109.600,1.327,1.154,1.272,1.315,1.361,1.412,1.462,1.533,3.643,0.754
105,101.000,1.357,1.155,1.275,1.316,1.373,1.505,1.629,1.869,3.837,0.737
110,107.600,1.339,1.159,1.283,1.326,1.369,1.424,1.465,1.655,3.989,0.747
115,87.600,1.360,1.205,1.297,1.336,1.386,1.437,1.472,1.816,4.255,0.736
120,90.400,1.317,1.170,1.271,1.311,1.348,1.390,1.450,1.556,2.044,0.759
125,112.800,1.311,1.185,1.265,1.311,1.348,1.383,1.408,1.486,1.535,0.763
130,116.600,1.322,1.175,1.270,1.313,1.350,1.391,1.425,1.621,3.722,0.756
135,115.600,1.311,1.161,1.260,1.302,1.342,1.400,1.462,1.607,1.861,0.763
140,115.400,1.350,1.173,1.276,1.316,1.355,1.434,1.528,2.140,3.773,0.741
145,114.000,1.349,1.179,1.289,1.326,1.369,1.433,1.505,1.956,3.282,0.741
150,93.000,1.387,1.172,1.283,1.341,1.417,1.561,1.662,2.068,4.296,0.721
155,82.600,1.400,1.171,1.297,1.348,1.420,1.570,1.701,2.048,3.742,0.714
160,105.800,1.348,1.171,1.273,1.317,1.364,1.442,1.571,2.037,3.761,0.742
165,110.400,1.349,1.170,1.275,1.321,1.364,1.412,1.482,2.089,4.031,0.741
170,105.600,1.326,1.177,1.271,1.316,1.355,1.407,1.435,1.587,3.997,0.754
175,80.000,1.335,1.171,1.272,1.319,1.365,1.426,1.468,1.535,3.811,0.749
180,109.600,1.339,1.186,1.285,1.327,1.374,1.432,1.475,1.553,3.844,0.747
185,108.600,1.353,1.155,1.296,1.336,1.380,1.427,1.466,1.669,3.995,0.739
190,110.600,1.350,1.171,1.294,1.331,1.379,1.435,1.475,1.626,3.955,0.741
195,81.400,1.351,1.193,1.289,1.334,1.382,1.459,1.500,1.596,3.519,0.740
200,105.000,1.354,1.185,1.294,1.341,1.400,1.461,1.515,1.615,1.920,0.738
205,108.200,1.366,1.157,1.301,1.344,1.397,1.456,1.498,1.642,3.952,0.732
210,103.800,1.388,1.182,1.305,1.362,1.441,1.536,1.581,1.737,3.256,0.721
215,111.600,1.340,1.195,1.282,1.323,1.373,1.429,1.489,1.607,3.472,0.747
220,54.800,1.341,1.189,1.283,1.321,1.367,1.420,1.490,1.747,3.620,0.746
225,109.200,1.332,1.182,1.273,1.315,1.354,1.398,1.441,1.557,3.872,0.751
230,110.200,1.325,1.192,1.275,1.315,1.359,1.398,1.430,1.508,3.568,0.754
235,122.600,1.320,1.184,1.274,1.311,1.343,1.378,1.417,1.545,3.684,0.757
240,114.400,1.335,1.195,1.278,1.322,1.364,1.413,1.465,1.551,3.772,0.749
245,86.400,1.324,1.157,1.270,1.310,1.350,1.396,1.438,1.528,4.007,0.755
250,106.200,1.348,1.186,1.286,1.328,1.372,1.422,1.454,1.665,3.791,0.742
255,101.400,1.355,1.199,1.296,1.335,1.384,1.444,1.480,1.586,3.839,0.738
260,127.600,1.335,1.173,1.287,1.325,1.362,1.408,1.441,1.525,3.868,0.749
265,114.400,1.349,1.183,1.290,1.334,1.382,1.441,1.469,1.586,3.779,0.741
270,111.200,1.350,1.197,1.285,1.333,1.380,1.445,1.511,1.607,3.714,0.740
275,115.000,1.336,1.183,1.272,1.316,1.358,1.413,1.452,1.584,3.674,0.749
280,110.800,1.316,1.188,1.267,1.307,1.344,1.387,1.424,1.562,4.085,0.760
285,95.400,1.316,1.139,1.260,1.305,1.339,1.381,1.416,1.539,3.845,0.760
290,118.200,1.329,1.159,1.274,1.316,1.350,1.386,1.428,1.592,3.808,0.752
295,113.000,1.317,1.166,1.262,1.306,1.340,1.383,1.427,1.567,3.648,0.759
300,24.400,1.314,1.189,1.277,1.306,1.340,1.396,1.421,1.562,1.626,0.761
