Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,109.200,1.453,0.858,0.976,1.550,1.757,2.049,2.232,2.619,4.529,0.688
5,69.600,3.767,0.868,0.974,1.468,1.679,2.066,2.276,124.879,285.277,0.265
10,123.600,1.425,0.866,0.957,1.427,1.673,2.007,2.260,2.902,25.820,0.702
15,116.400,1.388,0.858,0.952,1.379,1.689,2.069,2.266,2.977,4.419,0.720
20,117.600,1.392,0.869,0.954,1.440,1.681,1.941,2.121,3.035,4.125,0.718
25,112.200,1.339,0.846,0.953,1.433,1.623,1.817,1.976,2.312,2.904,0.747
30,113.800,1.403,0.849,0.948,1.439,1.762,1.994,2.238,2.816,4.123,0.713
35,79.400,5.612,0.875,0.962,1.616,1.948,2.297,2.564,289.485,565.184,0.178
40,101.800,1.651,0.856,0.952,1.499,1.842,2.189,2.338,3.077,93.360,0.606
45,115.600,1.496,0.858,0.950,1.455,1.920,2.261,2.530,3.220,5.563,0.668
50,68.600,5.094,0.865,0.975,1.618,2.041,3.099,5.534,105.681,183.197,0.196
55,18.800,34.340,0.889,0.962,3.690,33.828,102.843,145.727,611.859,611.859,0.029
60,91.600,2.045,0.889,0.974,1.521,1.798,2.295,2.600,4.633,132.168,0.489
65,112.800,1.412,0.858,0.955,1.462,1.746,2.039,2.205,2.879,3.834,0.708
70,99.400,2.252,0.871,0.945,1.434,1.782,2.139,2.391,3.462,408.574,0.444
75,111.000,1.394,0.858,0.958,1.471,1.671,1.933,2.187,2.743,3.305,0.717
80,112.600,1.391,0.871,0.957,1.463,1.711,1.947,2.100,2.637,3.789,0.719
85,96.600,2.793,0.870,0.955,1.479,1.779,2.182,2.515,78.343,194.673,0.358
90,113.200,1.465,0.849,0.953,1.459,1.806,2.257,2.569,3.636,4.183,0.683
95,107.600,1.381,0.854,0.945,1.456,1.701,1.958,2.119,2.596,4.190,0.724
100,108.600,1.412,0.866,0.947,1.459,1.694,2.018,2.255,3.109,4.164,0.708
105,107.600,1.449,0.862,0.953,1.440,1.793,2.095,2.457,3.007,11.918,0.690
110,107.000,1.432,0.872,0.969,1.460,1.698,2.000,2.267,3.509,7.093,0.698
