Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,45.200,5.457,2.714,3.668,4.736,5.689,6.525,12.174,14.436,76.989,0.183
5,47.800,5.066,2.799,3.944,4.775,5.482,6.291,7.903,13.794,14.064,0.197
10,39.800,7.765,2.779,3.602,4.581,5.379,6.247,12.534,17.957,565.029,0.129
15,50.000,4.840,2.710,3.559,4.359,5.378,6.204,6.879,14.991,27.551,0.207
20,50.800,4.914,2.622,3.704,4.691,5.515,5.997,6.766,14.734,20.782,0.204
25,53.200,5.068,2.817,3.653,4.641,5.472,6.088,6.496,13.613,81.871,0.197
30,53.000,4.927,2.710,3.589,4.307,5.246,6.349,12.594,13.728,14.120,0.203
35,56.000,4.002,2.383,2.825,3.700,4.221,4.832,8.078,12.215,22.194,0.250
40,54.800,4.477,2.392,2.764,3.014,3.951,4.385,10.058,50.727,82.524,0.223
45,56.000,3.915,2.359,2.780,3.130,3.933,4.279,11.257,12.205,12.962,0.255
50,53.600,3.849,2.381,2.783,3.635,3.977,4.180,10.125,12.366,13.274,0.260
55,51.200,3.837,2.331,2.775,3.745,3.978,4.204,4.480,12.261,13.059,0.261
60,51.600,4.032,2.355,2.793,3.797,4.032,4.235,4.571,12.290,57.464,0.248
65,55.000,3.798,2.332,2.810,3.688,3.966,4.334,6.345,12.193,12.471,0.263
70,54.200,3.974,2.304,2.699,3.658,4.044,4.373,11.277,12.071,12.307,0.252
75,53.000,3.833,2.332,2.756,3.440,4.049,4.378,10.145,12.013,12.069,0.261
80,51.200,3.808,2.309,2.775,3.491,3.894,4.515,9.594,12.388,12.483,0.263
85,58.800,3.676,2.333,2.725,3.372,3.828,4.481,4.640,11.862,13.368,0.272
90,42.800,7.404,2.358,2.792,3.550,3.977,4.469,11.490,36.191,643.316,0.135
95,54.400,3.607,2.333,2.669,3.528,3.832,4.037,4.451,12.030,13.053,0.277
100,55.600,3.793,2.323,2.735,3.671,3.983,4.332,4.941,12.134,17.971,0.264
105,52.000,3.788,2.348,2.778,3.662,4.129,4.444,4.779,12.327,12.522,0.264
110,55.000,3.899,2.288,2.906,3.683,4.170,4.450,4.822,12.382,12.857,0.256
115,52.200,3.827,2.329,2.801,3.491,4.093,4.780,5.038,12.712,12.857,0.261
120,50.600,3.776,2.428,2.799,3.171,4.149,4.579,5.013,12.500,12.711,0.265
125,50.000,4.336,2.441,2.852,3.180,4.231,4.703,11.394,12.397,74.728,0.231
130,57.400,3.486,2.327,2.705,2.914,3.962,4.380,4.549,12.148,12.307,0.287
135,58.000,3.537,2.313,2.697,2.979,3.839,4.473,4.737,11.901,13.134,0.283
140,57.800,3.634,2.334,2.728,3.171,3.899,4.427,4.662,11.998,12.686,0.275
145,51.200,3.713,2.314,2.736,3.358,4.075,4.379,5.018,11.842,12.171,0.269
150,49.000,4.169,2.335,2.736,3.434,4.059,4.644,10.676,12.331,72.814,0.240
155,53.800,3.771,2.336,2.665,3.453,3.885,4.442,10.965,12.118,12.672,0.265
160,54.000,3.702,2.388,2.728,3.551,3.782,3.999,4.692,12.055,12.717,0.270
165,57.200,3.928,2.299,2.710,3.603,3.948,4.213,11.307,12.062,12.507,0.255
170,56.800,3.770,2.348,2.719,3.212,3.964,4.372,11.051,12.176,13.202,0.265
175,51.200,3.607,2.328,2.699,3.007,3.882,4.144,4.996,12.571,13.314,0.277
180,53.000,3.922,2.368,2.623,2.882,3.707,3.946,4.250,12.630,75.200,0.255
185,55.600,3.198,2.285,2.615,2.830,3.602,3.824,3.961,12.162,12.905,0.313
190,59.400,3.362,2.285,2.610,2.751,3.398,3.675,9.922,11.906,12.763,0.297
195,50.800,5.654,2.368,2.572,2.694,3.359,3.695,10.226,12.314,606.763,0.177
200,55.000,3.490,2.321,2.533,2.693,3.341,4.013,11.044,12.266,25.475,0.287
205,60.800,3.219,2.306,2.515,2.663,3.373,3.697,4.072,11.853,12.188,0.311
210,54.400,3.329,2.384,2.600,2.732,3.338,3.741,4.705,12.128,18.872,0.300
215,55.600,3.257,2.306,2.527,2.648,3.087,3.696,9.627,11.857,12.454,0.307
220,56.400,3.494,2.411,2.631,2.781,3.378,4.016,10.624,12.013,12.876,0.286
225,58.400,3.546,2.414,2.733,2.888,3.694,4.146,10.317,12.123,12.583,0.282
230,48.000,3.706,2.371,2.740,2.916,3.728,4.256,11.396,12.346,13.401,0.270
235,56.200,3.456,2.357,2.651,2.832,3.599,4.006,9.310,12.481,12.817,0.289
240,58.200,3.618,2.349,2.713,2.906,3.515,4.193,11.284,12.899,13.148,0.276
245,55.200,3.309,2.281,2.644,2.885,3.262,3.790,3.966,11.934,12.454,0.302
250,57.800,3.381,2.308,2.650,2.778,3.461,3.906,4.392,11.968,12.201,0.296
255,60.600,3.203,2.308,2.583,2.731,3.048,3.836,3.988,12.259,12.556,0.312
