Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.200,1.571,0.911,0.931,0.982,2.056,2.633,3.773,3.913,3.913,0.637
5,7.800,2.074,0.897,0.964,1.994,3.057,3.748,4.322,4.739,4.739,0.482
10,7.000,2.110,0.937,0.989,2.302,2.627,3.419,3.781,3.792,3.792,0.474
15,7.000,2.353,0.928,1.052,2.112,3.397,3.838,4.022,4.851,4.851,0.425
20,6.800,2.142,0.903,0.963,2.049,3.505,3.821,3.959,4.431,4.431,0.467
25,7.000,1.821,0.892,0.948,1.901,2.483,3.051,3.666,3.720,3.720,0.549
30,9.600,1.547,0.883,0.921,0.963,1.932,3.168,3.510,4.348,4.348,0.646
35,7.400,1.303,0.889,0.973,1.481,1.564,1.607,1.670,1.961,1.961,0.767
40,8.200,1.615,0.881,0.941,1.468,1.591,2.602,3.866,6.846,6.846,0.619
45,8.000,1.294,0.883,0.945,1.453,1.514,1.560,1.649,1.658,1.658,0.773
50,8.000,1.488,0.939,0.973,1.470,1.576,1.696,1.752,7.618,7.618,0.672
55,9.400,1.285,0.897,0.949,1.465,1.549,1.637,1.646,1.677,1.677,0.778
60,6.600,1.183,0.869,0.935,1.006,1.480,1.562,1.583,1.643,1.643,0.845
65,9.800,1.340,0.895,0.956,1.478,1.550,1.604,1.627,1.804,1.804,0.746
70,7.200,1.266,0.888,0.941,1.464,1.528,1.626,1.648,1.698,1.698,0.790
75,6.800,1.287,0.890,0.952,1.483,1.556,1.600,1.660,1.713,1.713,0.777
80,6.000,1.308,0.890,0.961,1.491,1.542,1.613,1.615,1.704,1.704,0.765
85,6.600,1.354,0.886,0.955,1.483,1.533,1.588,1.597,1.602,1.602,0.738
90,6.000,2.598,0.898,0.961,1.504,1.570,1.627,1.722,39.117,39.117,0.385
95,6.800,1.265,0.878,0.937,1.423,1.540,1.647,1.736,1.771,1.771,0.790
100,5.400,1.470,0.889,1.438,1.536,1.634,1.676,1.777,2.035,2.035,0.680
105,6.400,1.191,0.879,0.943,0.985,1.541,1.577,1.603,1.616,1.616,0.840
110,7.600,1.386,0.876,1.009,1.478,1.564,1.688,1.723,1.875,1.875,0.721
115,7.200,1.302,0.891,0.947,1.455,1.573,1.608,1.672,1.723,1.723,0.768
120,8.200,1.327,0.896,0.965,1.492,1.582,1.628,1.633,1.776,1.776,0.754
125,7.800,1.314,0.871,0.942,1.485,1.613,1.705,1.835,1.891,1.891,0.761
130,7.400,1.351,0.863,0.979,1.465,1.511,1.564,1.644,1.738,1.738,0.740
135,6.800,1.341,0.906,0.953,1.473,1.561,1.624,1.671,1.712,1.712,0.746
140,8.600,1.197,0.876,0.899,0.979,1.548,1.582,1.609,1.640,1.640,0.835
145,9.600,1.268,0.885,0.937,1.473,1.570,1.612,1.632,1.646,1.646,0.789
150,8.000,1.294,0.897,0.968,1.495,1.534,1.596,1.678,1.709,1.709,0.773
155,8.800,1.235,0.880,0.931,1.414,1.496,1.596,1.652,2.066,2.066,0.809
160,8.200,1.268,0.897,0.937,1.451,1.537,1.608,1.657,1.718,1.718,0.788
165,6.600,1.330,0.877,0.947,1.467,1.520,1.633,1.698,1.739,1.739,0.752
170,8.800,1.306,0.873,0.956,1.455,1.540,1.621,1.639,1.836,1.836,0.766
175,9.200,1.318,0.870,0.945,1.488,1.541,1.622,1.756,1.792,1.792,0.759
180,8.600,1.279,0.893,0.936,1.460,1.545,1.583,1.617,1.653,1.653,0.782
185,8.000,1.229,0.876,0.926,1.424,1.514,1.544,1.557,1.564,1.564,0.814
190,9.400,1.286,0.880,0.937,1.455,1.520,1.588,1.601,1.658,1.658,0.778
195,8.400,1.336,0.882,0.962,1.479,1.543,1.573,1.582,1.633,1.633,0.749
200,8.000,1.300,0.895,0.949,1.458,1.494,1.622,1.704,2.318,2.318,0.769
